case_id,order_id,expected_category,expected_txn_ids,expected_amount,expected_currency,expected_settlement_date,expected_total_settled,expected_difference,split,note
C0249,ORD-000249,exact_match,TXN-0000249,11295.09,INR,2026-08-03,11295.09,0.0,dev,"Amount, date, and reference all agree exactly."
C0731,ORD-000706,duplicate_record,TXN-0000686,34812.58,INR,2026-08-19,34812.58,0.0,dev,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0044,ORD-000044,exact_match,TXN-0000044,32657.22,INR,2026-06-13,32657.22,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0991,ORD-000966,other_conflicting,TXN-0001258,37057.87,INR,2026-08-01,-34497.49,71555.36,validation,Settlement shows a negative gross amount — an unflagged chargeback/reversal.
C0783,ORD-000758,duplicate_record,TXN-0000802;TXN-0000803,39882.16,INR,2026-07-02,39882.16,0.0,dev,Duplicate + partial combo: TXN-0000802 and TXN-0000803 together equal the order amount (genuine two-part settlement); TXN-0000804 duplicates one leg and should be excluded/reversed.
C0809,ORD-000784,partial_settlement,TXN-0000862;TXN-0000863,34806.31,INR,2026-07-30,34806.31,0.0,dev,Order was settled in two parts (TXN-0000862 + TXN-0000863) summing exactly to the order amount.
C0396,ORD-000396,amount_issue,TXN-0000396,17112.36,INR,2026-06-24,17107.68,4.68,dev,Gross settlement amount differs from order amount by a small variance (₹4.68).
C0449,ORD-000449,amount_issue,TXN-0000449,9231.79,INR,2026-08-27,9225.75,6.04,dev,Gross settlement amount differs from order amount by a small variance (₹6.04).
C0821,ORD-000796,partial_settlement,TXN-0000886;TXN-0000887,369.76,INR,2026-07-02,369.76,0.0,validation,Order was settled in two parts (TXN-0000886 + TXN-0000887) summing exactly to the order amount.
C0031,ORD-000031,exact_match,TXN-0000031,4001.93,INR,2026-07-11,4001.93,0.0,dev,"Reference id formatted differently ('ORD-00031' vs 'ORD-000031') — requires normalization, but amount/date/identity agree: true match."
C0498,ORD-000498,amount_issue,TXN-0000498,31169.18,INR,2026-07-15,23012.02,8157.16,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹-8157.16).
C0672,ORD-000672,missing_record,,39878.02,INR,,0,39878.02,dev,Order recorded but no corresponding settlement received (pending or lost).
C0139,ORD-000139,exact_match,TXN-0000139,33882.18,INR,2026-07-14,33882.18,0.0,validation,"Amount, date, and reference all agree exactly."
C0569,ORD-000569,date_issue,TXN-0000589,15451.04,INR,2026-08-16,15451.04,0.0,dev,"Genuine settlement (TXN-0000589) is dated +3 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0035,ORD-000035,exact_match,TXN-0000035,24036.77,INR,2026-06-29,24036.77,0.0,validation,"Reference id formatted differently ('ORD000035' vs 'ORD-000035') — requires normalization, but amount/date/identity agree: true match."
C0195,ORD-000195,exact_match,TXN-0000195,31980.32,INR,2026-08-16,31980.32,0.0,dev,"Amount, date, and reference all agree exactly."
C0337,ORD-000337,exact_match,TXN-0000337,27042.13,INR,2026-08-09,27042.13,0.0,dev,"Amount, date, and reference all agree exactly."
C0539,ORD-000539,date_issue,TXN-0000557,22038.94,INR,2026-06-10,22038.94,0.0,dev,"Genuine settlement (TXN-0000557) is dated +7 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue. Distractor (TXN-0000558) shares the order's amount and lands exactly on the order date (looks like a cleaner match than the genuine one), but its reference ('ORD-GHOST-681169') does not resolve to any real order — it must be rejected, not swapped in for the genuine, correctly-referenced but late settlement TXN-0000557."
C0248,ORD-000248,exact_match,TXN-0000248,26823.38,INR,2026-07-15,26823.38,0.0,dev,"Amount, date, and reference all agree exactly."
C0152,ORD-000152,exact_match,TXN-0000152,21467.39,INR,2026-07-02,21467.39,0.0,dev,"Amount, date, and reference all agree exactly."
C0162,ORD-000162,exact_match,TXN-0000162,31987.16,INR,2026-06-07,31987.16,0.0,dev,"Amount, date, and reference all agree exactly."
C0574,ORD-000574,date_issue,TXN-0000594,18070.15,INR,2026-08-19,18070.15,0.0,dev,"Genuine settlement (TXN-0000594) is dated +3 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0768,ORD-000743,duplicate_record,TXN-0000760,6632.0,INR,2026-07-05,6632.0,0.0,dev,"Near duplicate: same order and amount settled twice, one day apart."
C0315,ORD-000315,exact_match,TXN-0000315,746.88,INR,2026-06-10,746.88,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0431,ORD-000431,amount_issue,TXN-0000431,26927.25,INR,2026-07-24,26935.03,-7.78,test_holdout,Gross settlement amount differs from order amount by a small variance (₹7.78).
C0897,ORD-000872,multiple_possible_matches,TXN-0001069,1634.39,INR,2026-08-20,1634.39,0.0,test_holdout,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001069 is correct. Decoys: TXN-0001070. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0833,ORD-000808,partial_settlement,TXN-0000910;TXN-0000911,3686.61,INR,2026-06-03,3686.61,0.0,dev,Order was settled in two parts (TXN-0000910 + TXN-0000911) summing exactly to the order amount.
C0687,ORD-000687,missing_record,,10053.13,INR,,0,10053.13,validation,Order recorded but no corresponding settlement received (pending or lost).
C0307,ORD-000307,exact_match,TXN-0000307,23393.61,INR,2026-07-25,23393.61,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0877,ORD-000852,multiple_possible_matches,TXN-0001009,3769.95,INR,2026-08-15,3769.95,0.0,dev,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001009 is correct. Decoys: TXN-0001010. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0335,ORD-000335,exact_match,TXN-0000335,37243.37,INR,2026-06-30,37243.37,0.0,dev,"Amount, date, and reference all agree exactly."
C0870,ORD-000845,partial_settlement,TXN-0000984;TXN-0000985,28011.73,INR,2026-06-29,16161.68,11850.05,dev,Partial settlement with an unexplained shortfall: TXN-0000984 + TXN-0000985 total ₹16161.68 against an order of ₹28011.73 (short by ₹11850.05). Ranked partial_settlement ahead of amount_issue per category precedence.
C0913,ORD-000888,multiple_possible_matches,TXN-0001128,694.92,INR,2026-06-04,694.92,0.0,validation,"5 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001128 is correct. Decoys: TXN-0001129,TXN-0001130,TXN-0001131,TXN-0001132. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0178,ORD-000178,exact_match,TXN-0000178,8354.82,INR,2026-08-03,8354.82,0.0,dev,"Amount, date, and reference all agree exactly."
C0947,ORD-000922,other_conflicting,TXN-0001224,35622.54,INR,2026-08-10,429.19,35193.35,dev,"Order booked in INR, settlement recorded in USD. Cannot be reconciled by direct numeric comparison — requires an FX rate source, or should be flagged as conflicting without one."
C0084,ORD-000084,exact_match,TXN-0000084,22350.82,INR,2026-08-26,22350.82,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0504,ORD-000504,amount_issue,TXN-0000504,25412.59,INR,2026-08-15,19828.39,5584.2,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹-5584.20).
C0369,ORD-000369,exact_match,TXN-0000369,661.33,INR,2026-06-06,661.33,0.0,test_holdout,"Amount, date (within settlement lag), and reference all agree."
C0613,ORD-000613,date_issue,TXN-0000633,35559.92,INR,2026-07-30,35559.92,0.0,dev,"Genuine settlement (TXN-0000633) is dated +7 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0800,ORD-000775,partial_settlement,TXN-0000844;TXN-0000845,18096.25,INR,2026-06-17,18096.25,0.0,dev,Order was settled in two parts (TXN-0000844 + TXN-0000845) summing exactly to the order amount.
C0541,ORD-000541,date_issue,TXN-0000561,42702.18,INR,2026-07-08,42702.18,0.0,dev,"Genuine settlement (TXN-0000561) is dated +3 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0146,ORD-000146,exact_match,TXN-0000146,29183.56,INR,2026-08-29,29183.56,0.0,dev,"Amount, date, and reference all agree exactly."
C0720,,missing_record,TXN-0000665,,,2026-07-01,4366.49,,dev,Settlement received with no matching order in the ledger (orphan credit).
C0048,ORD-000048,exact_match,TXN-0000048,19606.35,INR,2026-06-19,19606.35,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0814,ORD-000789,partial_settlement,TXN-0000872;TXN-0000873,36622.13,INR,2026-06-04,36622.13,0.0,validation,Order was settled in two parts (TXN-0000872 + TXN-0000873) summing exactly to the order amount.
C0939,ORD-000914,multiple_possible_matches,TXN-0001212,3393.19,INR,2026-06-12,3393.19,0.0,dev,"3 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001212 is correct. Decoys: TXN-0001213,TXN-0001214. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0340,ORD-000340,exact_match,TXN-0000340,29146.49,INR,2026-08-21,29146.49,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0647,ORD-000647,missing_record,,28681.01,INR,,0,28681.01,dev,Order recorded but no corresponding settlement received (pending or lost).
C0941,ORD-000916,other_conflicting,TXN-0001218,16324.76,INR,2026-06-26,196.68,16128.08,dev,"Order booked in INR, settlement recorded in USD. Cannot be reconciled by direct numeric comparison — requires an FX rate source, or should be flagged as conflicting without one."
C0775,ORD-000750,duplicate_record,TXN-0000778;TXN-0000779,13498.81,INR,2026-08-15,13498.8,0.01,test_holdout,Duplicate + partial combo: TXN-0000778 and TXN-0000779 together equal the order amount (genuine two-part settlement); TXN-0000780 duplicates one leg and should be excluded/reversed.
C0452,ORD-000452,amount_issue,TXN-0000452,27388.92,INR,2026-08-20,27391.58,-2.66,dev,Gross settlement amount differs from order amount by a small variance (₹2.66).
C0066,ORD-000066,exact_match,TXN-0000066,7451.36,INR,2026-08-03,7451.36,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0722,ORD-000697,duplicate_record,TXN-0000668,25641.58,INR,2026-06-21,25641.58,0.0,dev,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0008,ORD-000008,exact_match,TXN-0000008,32088.17,INR,2026-08-10,32088.17,0.0,validation,"Reference id formatted differently ('ORD000008' vs 'ORD-000008') — requires normalization, but amount/date/identity agree: true match."
C0368,ORD-000368,exact_match,TXN-0000368,20807.0,INR,2026-08-05,20807.0,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0187,ORD-000187,exact_match,TXN-0000187,11544.43,INR,2026-07-18,11544.43,0.0,validation,"Amount, date, and reference all agree exactly."
C0148,ORD-000148,exact_match,TXN-0000148,43315.21,INR,2026-07-09,43315.21,0.0,dev,"Amount, date, and reference all agree exactly."
C0350,ORD-000350,exact_match,TXN-0000350,5016.25,INR,2026-07-09,5016.25,0.0,dev,"Amount, date, and reference all agree exactly."
C0422,ORD-000422,amount_issue,TXN-0000422,16123.64,INR,2026-06-01,16120.46,3.18,test_holdout,Gross settlement amount differs from order amount by a small variance (₹3.18).
C0665,ORD-000665,missing_record,,37106.1,INR,,0,37106.1,dev,Order recorded but no corresponding settlement received (pending or lost).
C0276,ORD-000276,exact_match,TXN-0000276,33592.62,INR,2026-08-19,33592.62,0.0,dev,"Amount, date, and reference all agree exactly."
C0955,ORD-000930,other_conflicting,TXN-0001232,35497.74,INR,2026-08-25,35497.74,0.0,dev,Order marked 'cancelled' in the ledger but the gateway shows it as successfully settled.
C0198,ORD-000198,exact_match,TXN-0000198,14151.98,INR,2026-08-19,14151.98,0.0,validation,"Amount, date, and reference all agree exactly."
C0829,ORD-000804,partial_settlement,TXN-0000902;TXN-0000903,8553.47,INR,2026-06-04,8553.47,0.0,dev,Order was settled in two parts (TXN-0000902 + TXN-0000903) summing exactly to the order amount.
C0757,ORD-000732,duplicate_record,TXN-0000738,22560.61,INR,2026-07-10,22560.61,0.0,validation,"Near duplicate: same order and amount settled twice, one day apart."
C0995,ORD-000970,other_conflicting,TXN-0001262,15524.8,INR,2026-06-21,-6689.79,22214.59,dev,Settlement shows a negative gross amount — an unflagged chargeback/reversal.
C0354,ORD-000354,exact_match,TXN-0000354,28193.7,INR,2026-07-29,28193.7,0.0,dev,"Amount, date, and reference all agree exactly."
C0046,ORD-000046,exact_match,TXN-0000046,29628.48,INR,2026-07-31,29628.48,0.0,dev,"Amount, date, and reference all agree exactly."
C0151,ORD-000151,exact_match,TXN-0000151,24255.81,INR,2026-06-02,24255.81,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0748,ORD-000723,duplicate_record,TXN-0000720,37656.13,INR,2026-08-26,37656.13,0.0,dev,"Near duplicate: same order and amount settled twice, one day apart."
C0533,ORD-000533,date_issue,TXN-0000545,31631.61,INR,2026-05-31,31631.61,0.0,test_holdout,"Genuine settlement (TXN-0000545) is dated -2 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue. Distractor (TXN-0000546) shares the order's amount and lands exactly on the order date (looks like a cleaner match than the genuine one), but its reference ('ORD-GHOST-841790') does not resolve to any real order — it must be rejected, not swapped in for the genuine, correctly-referenced but late settlement TXN-0000545."
C0685,ORD-000685,missing_record,,6294.35,INR,,0,6294.35,dev,Order recorded but no corresponding settlement received (pending or lost).
C0393,ORD-000393,amount_issue,TXN-0000393,23447.64,INR,2026-07-06,23445.61,2.03,validation,Gross settlement amount differs from order amount by a small variance (₹2.03).
C0915,ORD-000890,multiple_possible_matches,TXN-0001136,1294.13,INR,2026-08-15,1294.13,0.0,dev,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001136 is correct. Decoys: TXN-0001137,TXN-0001138,TXN-0001139. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0989,ORD-000964,other_conflicting,TXN-0001256,9669.06,INR,2026-07-27,9669.06,0.0,dev,Settlement reference 'ORD-000970' is corrupted and does not cleanly normalize to 'ORD-000964' or any other real order.
C0965,ORD-000940,exact_match,TXN-0001240,22299.45,INR,2026-06-05,22299.45,0.0,dev,"Amount, date, and reference all agree exactly (this order is the true owner of a settlement that also happens to look like a match for a different order — see that order's other_conflicting case)."
C0105,ORD-000105,exact_match,TXN-0000105,33709.7,INR,2026-06-10,33709.7,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0663,ORD-000663,missing_record,,4188.83,INR,,0,4188.83,dev,Order recorded but no corresponding settlement received (pending or lost).
C0906,ORD-000881,multiple_possible_matches,TXN-0001103,7821.74,INR,2026-08-18,7821.74,0.0,test_holdout,"5 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001103 is correct. Decoys: TXN-0001104,TXN-0001105,TXN-0001106,TXN-0001107. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0032,ORD-000032,exact_match,TXN-0000032,7390.52,INR,2026-08-28,7390.52,0.0,dev,"Reference id formatted differently ('ORD-00032' vs 'ORD-000032') — requires normalization, but amount/date/identity agree: true match."
C0401,ORD-000401,amount_issue,TXN-0000401,34310.0,INR,2026-08-22,34308.41,1.59,dev,Gross settlement amount differs from order amount by a small variance (₹1.59).
C0090,ORD-000090,exact_match,TXN-0000090,12216.3,INR,2026-06-21,12216.3,0.0,dev,"Amount, date, and reference all agree exactly."
C0646,ORD-000646,missing_record,,10996.15,INR,,0,10996.15,dev,Order recorded but no corresponding settlement received (pending or lost).
C0256,ORD-000256,exact_match,TXN-0000256,11874.99,INR,2026-06-14,11874.99,0.0,dev,"Amount, date, and reference all agree exactly."
C0986,ORD-000961,other_conflicting,TXN-0001253,21404.07,INR,2026-06-29,21404.07,0.0,dev,Settlement reference 'ORD-000942' is corrupted and does not cleanly normalize to 'ORD-000961' or any other real order.
C0675,ORD-000675,missing_record,,9456.65,INR,,0,9456.65,dev,Order recorded but no corresponding settlement received (pending or lost).
C0888,ORD-000863,multiple_possible_matches,TXN-0001040,2272.73,INR,2026-06-04,2272.73,0.0,dev,"3 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001040 is correct. Decoys: TXN-0001041,TXN-0001042. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0838,ORD-000813,partial_settlement,TXN-0000920;TXN-0000921,7457.63,INR,2026-07-29,7457.63,0.0,dev,Order was settled in two parts (TXN-0000920 + TXN-0000921) summing exactly to the order amount.
C0020,ORD-000020,exact_match,TXN-0000020,39769.76,INR,2026-07-07,39769.76,0.0,dev,"Reference id formatted differently ('ord-000020' vs 'ORD-000020') — requires normalization, but amount/date/identity agree: true match."
C0742,ORD-000717,duplicate_record,TXN-0000708,35331.7,INR,2026-08-21,35331.7,0.0,dev,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0203,ORD-000203,exact_match,TXN-0000203,38911.45,INR,2026-06-03,38911.45,0.0,dev,"Amount, date, and reference all agree exactly."
C0363,ORD-000363,exact_match,TXN-0000363,28266.24,INR,2026-06-20,28266.24,0.0,dev,"Amount, date, and reference all agree exactly."
C0656,ORD-000656,missing_record,,18749.84,INR,,0,18749.84,dev,Order recorded but no corresponding settlement received (pending or lost).
C0003,ORD-000003,exact_match,TXN-0000003,18905.02,INR,2026-07-26,18905.02,0.0,validation,"Reference id formatted differently ('ord-000003' vs 'ORD-000003') — requires normalization, but amount/date/identity agree: true match."
C0403,ORD-000403,amount_issue,TXN-0000403,5717.84,INR,2026-07-21,5714.03,3.81,dev,Gross settlement amount differs from order amount by a small variance (₹3.81).
C0500,ORD-000500,amount_issue,TXN-0000500,11864.71,INR,2026-08-11,8527.86,3336.85,test_holdout,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹-3336.85).
C0055,ORD-000055,exact_match,TXN-0000055,30752.56,INR,2026-07-12,30752.56,0.0,dev,"Amount, date, and reference all agree exactly."
C0476,ORD-000476,amount_issue,TXN-0000476,5302.65,INR,2026-07-18,7522.69,-2220.04,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹2220.04).
C0602,ORD-000602,date_issue,TXN-0000622,22692.94,INR,2026-06-24,22692.94,0.0,dev,"Genuine settlement (TXN-0000622) is dated +4 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0952,ORD-000927,other_conflicting,TXN-0001229,18722.55,INR,2026-07-17,18722.55,0.0,test_holdout,Order marked 'cancelled' in the ledger but the gateway shows it as successfully settled.
C0950,ORD-000925,other_conflicting,TXN-0001227,23316.82,INR,2026-08-11,280.93,23035.89,dev,"Order booked in INR, settlement recorded in USD. Cannot be reconciled by direct numeric comparison — requires an FX rate source, or should be flagged as conflicting without one."
C0691,ORD-000691,missing_record,,29700.78,INR,,0,29700.78,test_holdout,Order recorded but no corresponding settlement received (pending or lost).
C0957,ORD-000932,other_conflicting,TXN-0001234,25876.43,INR,2026-06-21,25876.43,0.0,dev,Order marked 'refunded' in the ledger but the gateway shows it as successfully settled.
C1000,ORD-000975,other_conflicting,TXN-0001267,43122.31,INR,2026-08-09,-30310.63,73432.94,dev,Settlement shows a negative gross amount — an unflagged chargeback/reversal.
C0693,ORD-000693,missing_record,,7332.46,INR,,0,7332.46,test_holdout,Order recorded but no corresponding settlement received (pending or lost).
C0568,ORD-000568,date_issue,TXN-0000588,43346.84,INR,2026-06-11,43346.84,0.0,test_holdout,"Genuine settlement (TXN-0000588) is dated +3 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0893,ORD-000868,multiple_possible_matches,TXN-0001055,598.61,INR,2026-08-14,598.61,0.0,dev,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001055 is correct. Decoys: TXN-0001056,TXN-0001057,TXN-0001058. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0723,ORD-000698,duplicate_record,TXN-0000670,12864.25,INR,2026-06-26,12864.25,0.0,dev,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0587,ORD-000587,date_issue,TXN-0000607,39206.96,INR,2026-06-26,39206.96,0.0,test_holdout,"Genuine settlement (TXN-0000607) is dated +3 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0310,ORD-000310,exact_match,TXN-0000310,23437.02,INR,2026-06-27,23437.02,0.0,test_holdout,"Amount, date (within settlement lag), and reference all agree."
C0033,ORD-000033,exact_match,TXN-0000033,24511.28,INR,2026-08-29,24511.28,0.0,test_holdout,"Reference id formatted differently ('ord-000033' vs 'ORD-000033') — requires normalization, but amount/date/identity agree: true match."
C0714,,missing_record,TXN-0000659,,,2026-07-30,26862.47,,dev,Settlement received with no matching order in the ledger (orphan credit).
C0754,ORD-000729,duplicate_record,TXN-0000732,5563.87,INR,2026-07-01,5563.87,0.0,dev,"Near duplicate: same order and amount settled twice, one day apart."
C0223,ORD-000223,exact_match,TXN-0000223,1978.39,INR,2026-08-24,1978.39,0.0,dev,"Amount, date, and reference all agree exactly."
C0120,ORD-000120,exact_match,TXN-0000120,18333.06,INR,2026-07-28,18333.06,0.0,dev,"Amount, date, and reference all agree exactly."
C0106,ORD-000106,exact_match,TXN-0000106,3112.36,INR,2026-08-07,3112.36,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0600,ORD-000600,date_issue,TXN-0000620,8326.03,INR,2026-08-03,8326.03,0.0,dev,"Genuine settlement (TXN-0000620) is dated +7 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0822,ORD-000797,partial_settlement,TXN-0000888;TXN-0000889,1867.34,INR,2026-08-22,1867.34,0.0,dev,Order was settled in two parts (TXN-0000888 + TXN-0000889) summing exactly to the order amount.
C0092,ORD-000092,exact_match,TXN-0000092,8355.66,INR,2026-07-16,8355.66,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0884,ORD-000859,multiple_possible_matches,TXN-0001030,6250.84,INR,2026-08-10,6250.84,0.0,validation,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001030 is correct. Decoys: TXN-0001031. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0374,ORD-000374,exact_match,TXN-0000374,35047.49,INR,2026-07-22,35047.49,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0679,ORD-000679,missing_record,,531.67,INR,,0,531.67,validation,Order recorded but no corresponding settlement received (pending or lost).
C0772,ORD-000747,duplicate_record,TXN-0000769;TXN-0000770,31134.67,INR,2026-07-17,31134.66,0.01,test_holdout,Duplicate + partial combo: TXN-0000769 and TXN-0000770 together equal the order amount (genuine two-part settlement); TXN-0000771 duplicates one leg and should be excluded/reversed.
C0977,ORD-000952,exact_match,TXN-0001246,44474.59,INR,2026-08-17,44474.59,0.0,dev,"Amount, date, and reference all agree exactly (this order is the true owner of a settlement that also happens to look like a match for a different order — see that order's other_conflicting case)."
C0735,ORD-000710,duplicate_record,TXN-0000694,9039.3,INR,2026-06-27,9039.3,0.0,dev,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0453,ORD-000453,amount_issue,TXN-0000453,17672.2,INR,2026-07-17,17672.75,-0.55,dev,Gross settlement amount differs from order amount by a small variance (₹0.55).
C0914,ORD-000889,multiple_possible_matches,TXN-0001133,5289.74,INR,2026-08-13,5289.74,0.0,dev,"3 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001133 is correct. Decoys: TXN-0001134,TXN-0001135. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0308,ORD-000308,exact_match,TXN-0000308,14863.2,INR,2026-08-23,14863.2,0.0,dev,"Amount, date, and reference all agree exactly."
C0984,ORD-000959,other_conflicting,TXN-0001251,29087.68,INR,2026-06-18,29087.68,0.0,validation,Settlement reference 'ORD-000992' is corrupted and does not cleanly normalize to 'ORD-000959' or any other real order.
C0026,ORD-000026,exact_match,TXN-0000026,4793.64,INR,2026-07-21,4793.64,0.0,test_holdout,"Reference id formatted differently ('ORD000026' vs 'ORD-000026') — requires normalization, but amount/date/identity agree: true match."
C0601,ORD-000601,date_issue,TXN-0000621,6963.97,INR,2026-06-20,6963.97,0.0,dev,"Genuine settlement (TXN-0000621) is dated +5 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0875,ORD-000850,multiple_possible_matches,TXN-0001002,631.31,INR,2026-07-08,631.31,0.0,dev,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001002 is correct. Decoys: TXN-0001003. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0812,ORD-000787,partial_settlement,TXN-0000868;TXN-0000869,32003.14,INR,2026-06-26,32003.14,0.0,dev,Order was settled in two parts (TXN-0000868 + TXN-0000869) summing exactly to the order amount.
C0254,ORD-000254,exact_match,TXN-0000254,32235.63,INR,2026-08-01,32235.63,0.0,dev,"Amount, date, and reference all agree exactly."
C0381,ORD-000381,exact_match,TXN-0000381,13090.19,INR,2026-06-07,13090.19,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0309,ORD-000309,exact_match,TXN-0000309,1860.83,INR,2026-06-14,1860.83,0.0,dev,"Amount, date, and reference all agree exactly."
C0140,ORD-000140,exact_match,TXN-0000140,30950.88,INR,2026-06-17,30950.88,0.0,dev,"Amount, date, and reference all agree exactly."
C0260,ORD-000260,exact_match,TXN-0000260,11827.53,INR,2026-06-23,11827.53,0.0,test_holdout,"Amount, date (within settlement lag), and reference all agree."
C0338,ORD-000338,exact_match,TXN-0000338,31360.47,INR,2026-07-30,31360.47,0.0,dev,"Amount, date, and reference all agree exactly."
C0365,ORD-000365,exact_match,TXN-0000365,947.3,INR,2026-07-31,947.3,0.0,dev,"Amount, date, and reference all agree exactly."
C0828,ORD-000803,partial_settlement,TXN-0000900;TXN-0000901,24614.36,INR,2026-08-26,24614.36,0.0,dev,Order was settled in two parts (TXN-0000900 + TXN-0000901) summing exactly to the order amount.
C0512,ORD-000512,amount_issue,TXN-0000512,34883.57,INR,2026-06-05,55124.82,-20241.25,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹20241.25).
C0931,ORD-000906,multiple_possible_matches,TXN-0001186,3158.54,INR,2026-08-20,3158.54,0.0,test_holdout,"3 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001186 is correct. Decoys: TXN-0001187,TXN-0001188. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0771,ORD-000746,duplicate_record,TXN-0000766;TXN-0000767,29248.63,INR,2026-07-23,29248.64,-0.01,test_holdout,Duplicate + partial combo: TXN-0000766 and TXN-0000767 together equal the order amount (genuine two-part settlement); TXN-0000768 duplicates one leg and should be excluded/reversed.
C0980,ORD-000955,other_conflicting,,15920.31,INR,,0,15920.31,dev,"Settlement TXN-0001247 matches this order's customer, amount, and date, but its reference_order_id deterministically points to a different real order (ORD-000954), so it is rejected outright rather than treated as ambiguous — this is other_conflicting, not multiple_possible_matches, precisely because the reference check resolves it with certainty (to the wrong order), leaving no genuine uncertainty about candidates. This order itself has no genuine settlement (missing) — a naive amount/date matcher would be fooled."
C0030,ORD-000030,exact_match,TXN-0000030,5659.47,INR,2026-08-02,5659.47,0.0,validation,"Reference id formatted differently ('ord-000030' vs 'ORD-000030') — requires normalization, but amount/date/identity agree: true match."
C0523,ORD-000523,date_issue,TXN-0000525,27470.32,INR,2026-07-12,27470.32,0.0,dev,"Genuine settlement (TXN-0000525) is dated -1 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue. Distractor (TXN-0000526) shares the order's amount and lands exactly on the order date (looks like a cleaner match than the genuine one), but its reference ('ORD-GHOST-604084') does not resolve to any real order — it must be rejected, not swapped in for the genuine, correctly-referenced but late settlement TXN-0000525."
C0930,ORD-000905,multiple_possible_matches,TXN-0001183,3016.79,INR,2026-08-28,3016.79,0.0,validation,"3 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001183 is correct. Decoys: TXN-0001184,TXN-0001185. Correct agent behavior may be to abstain with a confidence flag rather than guess."
