txn_id,reference_order_id,settlement_date,gross_amount,currency,fee,net_amount,settlement_status
TXN-0001044,UNSPECIFIED,2026-08-01,3630.4,INR,60.35,3570.05,settled
TXN-0001033,UNSPECIFIED,2026-07-10,3269.11,INR,63.91,3205.2,settled
TXN-0000036,ORD000036,2026-06-26,36302.62,INR,617.11,35685.51,settled
TXN-0000499,ORD-000499,2026-08-27,9747.95,INR,214.72,9533.23,settled
TXN-0000573,ORD-000553,2026-08-29,25793.88,INR,591.17,25202.71,settled
TXN-0001181,UNSPECIFIED,2026-06-10,1768.93,INR,38.94,1729.99,settled
TXN-0000324,ORD-000324,2026-07-06,16205.29,INR,320.79,15884.5,settled
TXN-0000238,ORD-000238,2026-07-08,36919.12,INR,910.41,36008.71,settled
TXN-0000005,ORD000005,2026-08-15,26411.53,INR,543.2,25868.33,settled
TXN-0000285,ORD-000285,2026-06-12,19082.53,INR,325.57,18756.96,settled
TXN-0000491,ORD-000491,2026-06-30,37383.42,INR,634.8,36748.62,settled
TXN-0001053,UNSPECIFIED,2026-08-14,1206.57,INR,25.61,1180.96,settled
TXN-0000590,ORD-000570,2026-08-16,28965.48,INR,701.8,28263.68,settled
TXN-0000892,ORD-000799,2026-07-23,4700.77,INR,93.02,4607.75,settled
TXN-0001233,ORD-000931,2026-07-11,28965.59,INR,510.46,28455.13,settled
TXN-0001011,UNSPECIFIED,2026-08-07,3590.31,INR,78.18,3512.13,settled
TXN-0000545,ORD-000533,2026-05-31,31631.61,INR,569.35,31062.26,settled
TXN-0000387,ORD-000387,2026-06-13,24196.42,INR,419.29,23777.13,settled
TXN-0000157,ORD-000157,2026-08-06,3174.35,INR,57.51,3116.84,settled
TXN-0001120,UNSPECIFIED,2026-06-19,6797.77,INR,157.75,6640.02,settled
TXN-0000011,ord-000011,2026-08-08,22355.97,INR,471.48,21884.49,settled
TXN-0000231,ORD-000231,2026-08-04,10797.35,INR,181.62,10615.73,settled
TXN-0000053,ORD-000053,2026-07-27,34976.3,INR,804.16,34172.14,settled
TXN-0000244,ORD-000244,2026-06-19,9307.67,INR,154.38,9153.29,settled
TXN-0000002,ORD000002,2026-06-15,16551.15,INR,254.47,16296.68,settled
TXN-0000639,ORD-000619,2026-06-29,29904.7,INR,720.26,29184.44,settled
TXN-0000657,ORD-UNKNOWN-925990,2026-06-09,37466.39,INR,833.13,36633.26,settled
TXN-0000453,ORD-000453,2026-07-17,17672.75,INR,396.89,17275.86,settled
TXN-0000143,ORD-000143,2026-07-31,43577.41,INR,824.28,42753.13,settled
TXN-0001074,UNSPECIFIED,2026-07-18,4409.71,INR,83.21,4326.5,settled
TXN-0000256,ORD-000256,2026-06-14,11874.99,INR,217.97,11657.02,settled
TXN-0000137,ORD-000137,2026-07-18,11737.34,INR,178.42,11558.92,settled
TXN-0000093,ORD-000093,2026-08-04,29572.4,INR,445.05,29127.35,settled
TXN-0001155,UNSPECIFIED,2026-06-22,4708.22,INR,73.14,4635.08,settled
TXN-0000571,ORD-000551,2026-07-09,16153.99,INR,402.59,15751.4,settled
TXN-0000421,ORD-000421,2026-06-24,25400.5,INR,527.04,24873.46,settled
TXN-0000983,ORD-000844,2026-06-24,193.96,INR,3.86,190.1,settled
TXN-0001185,UNSPECIFIED,2026-08-27,3016.79,INR,70.88,2945.91,settled
TXN-0001226,ORD-000924,2026-08-24,215.75,USD,5.09,210.66,settled
TXN-0000290,ORD-000290,2026-06-23,20922.6,INR,435.02,20487.58,settled
TXN-0001162,UNSPECIFIED,2026-06-01,906.2,INR,21.78,884.42,settled
TXN-0000042,ORD-000042,2026-07-20,35236.28,INR,591.45,34644.83,settled
TXN-0001252,ORD-000930,2026-08-04,11823.42,INR,284.52,11538.9,settled
TXN-0001100,UNSPECIFIED,2026-08-02,6117.49,INR,140.83,5976.66,settled
TXN-0000831,ORD-000768,2026-08-17,17604.72,INR,318.51,17286.21,settled
TXN-0000200,ORD-000200,2026-06-20,28817.31,INR,546.89,28270.42,settled
TXN-0000914,ORD-000810,2026-06-11,18217.6,INR,278.84,17938.76,settled
TXN-0000644,ORD-UNKNOWN-786637,2026-06-12,24625.53,INR,418.18,24207.35,settled
TXN-0001093,UNSPECIFIED,2026-06-30,3547.61,INR,84.83,3462.78,settled
TXN-0000073,ORD-000073,2026-07-06,18356.76,INR,380.09,17976.67,settled
TXN-0000142,ORD-000142,2026-07-26,42934.37,INR,826.57,42107.8,settled
TXN-0000736,ORD-000731,2026-06-29,15917.01,INR,379.14,15537.87,settled
TXN-0000461,ORD000461,2026-08-15,19361.11,INR,450.35,18910.76,settled
TXN-0001137,UNSPECIFIED,2026-08-15,1294.13,INR,19.56,1274.57,settled
TXN-0000605,ORD-000585,2026-06-22,2848.46,INR,58.54,2789.92,settled
TXN-0000569,ORD-000549,2026-06-06,11305.99,INR,240.92,11065.07,settled
TXN-0000759,ORD-000742,2026-06-06,42677.99,INR,1046.88,41631.11,settled
TXN-0000867,ORD-000786,2026-08-09,15816.31,INR,240.6,15575.71,settled
TXN-0001218,ORD-000916,2026-06-26,196.68,USD,3.59,193.09,settled
TXN-0000768,ORD-000746,2026-07-24,14624.32,INR,361.89,14262.43,settled
TXN-0000544,ORD-GHOST-149515,2026-06-12,6285.59,INR,117.69,6167.9,settled
TXN-0000711,ORD-000718,2026-08-08,29535.74,INR,729.08,28806.66,settled
TXN-0000362,ORD-000362,2026-07-23,24763.92,INR,424.03,24339.89,settled
TXN-0000738,ORD-000732,2026-07-10,22560.61,INR,516.81,22043.8,settled
TXN-0000323,ORD-000323,2026-07-03,44232.66,INR,664.68,43567.98,settled
TXN-0000999,UNSPECIFIED,2026-07-24,3893.14,INR,68.87,3824.27,settled
TXN-0001191,UNSPECIFIED,2026-08-28,6012.88,INR,124.55,5888.33,settled
TXN-0000329,ORD-000329,2026-07-08,11363.69,INR,267.52,11096.17,settled
TXN-0000797,ORD-000756,2026-08-07,18261.24,INR,356.03,17905.21,settled
TXN-0000837,ORD-000771,2026-07-29,14336.89,INR,230.9,14105.99,settled
TXN-0000954,ORD-000830,2026-07-17,1965.25,INR,45.12,1920.13,settled
TXN-0001103,UNSPECIFIED,2026-08-18,7821.74,INR,141.84,7679.9,settled
TXN-0000946,ORD-000826,2026-06-27,13472.1,INR,316.01,13156.09,settled
TXN-0000762,ORD-000744,2026-07-21,7935.18,INR,169.93,7765.25,settled
TXN-0000158,ORD-000158,2026-06-25,10501.78,INR,250.92,10250.86,settled
TXN-0000668,ORD-000697,2026-06-21,25641.58,INR,514.57,25127.01,settled
TXN-0000352,ORD-000352,2026-08-18,17015.58,INR,373.73,16641.85,settled
TXN-0000356,ORD-000356,2026-07-19,39255.71,INR,809.49,38446.22,settled
TXN-0000381,ORD-000381,2026-06-07,13090.19,INR,309.87,12780.32,settled
TXN-0001020,UNSPECIFIED,2026-06-30,7250.68,INR,156.86,7093.82,settled
TXN-0000710,ORD-000718,2026-08-08,29535.74,INR,477.25,29058.49,settled
TXN-0000852,ORD-000779,2026-08-06,408.29,INR,9.16,399.13,settled
TXN-0000149,ORD-000149,2026-08-29,34408.41,INR,696.58,33711.83,settled
TXN-0000057,ORD-000057,2026-06-13,22920.97,INR,548.73,22372.24,settled
TXN-0000325,ORD-000325,2026-07-25,28107.87,INR,523.49,27584.38,settled
TXN-0000926,ORD-000816,2026-06-11,8091.35,INR,155.76,7935.59,settled
TXN-0000432,ORD-000432,2026-07-18,15340.72,INR,316.7,15024.02,settled
TXN-0000723,ORD-000724,2026-07-26,35713.78,INR,751.36,34962.42,settled
TXN-0000777,ORD-000749,2026-06-09,3711.2,INR,89.35,3621.85,settled
TXN-0000862,ORD-000784,2026-07-29,11184.66,INR,184.98,10999.68,settled
TXN-0000101,ORD-000101,2026-08-27,26345.16,INR,577.84,25767.32,settled
TXN-0000552,ORD-GHOST-733124,2026-08-05,33215.63,INR,615.63,32600.0,settled
TXN-0000020,ord-000020,2026-07-07,39769.76,INR,877.48,38892.28,settled
TXN-0000418,ORD-000418,2026-08-26,31892.35,INR,699.16,31193.19,settled
TXN-0001019,UNSPECIFIED,2026-06-30,7250.68,INR,162.07,7088.61,settled
TXN-0000337,ORD-000337,2026-08-09,27042.13,INR,632.99,26409.14,settled
TXN-0000156,ORD-000156,2026-07-17,30763.12,INR,551.31,30211.81,settled
TXN-0000100,ORD-000100,2026-08-08,33916.09,INR,781.66,33134.43,settled
TXN-0000850,ORD-000778,2026-07-14,10566.1,INR,188.35,10377.75,settled
TXN-0000262,ORD-000262,2026-08-18,10876.67,INR,269.92,10606.75,settled
TXN-0000582,ORD-000562,2026-06-30,26312.99,INR,474.75,25838.24,settled
TXN-0001212,UNSPECIFIED,2026-06-12,3393.19,INR,80.52,3312.67,settled
TXN-0001202,UNSPECIFIED,2026-08-20,3221.45,INR,48.71,3172.74,settled
TXN-0000643,ORD-UNKNOWN-443529,2026-08-22,17191.86,INR,307.92,16883.94,settled
TXN-0000568,ORD-000548,2026-07-14,14249.04,INR,261.3,13987.74,settled
TXN-0001013,UNSPECIFIED,2026-08-26,4037.61,INR,92.85,3944.76,settled
TXN-0001139,ORD-000890,2026-08-15,410.38,INR,9.96,400.42,settled
TXN-0001141,UNSPECIFIED,2026-06-16,5440.94,INR,113.76,5327.18,settled
TXN-0000621,ORD-000601,2026-06-20,6963.97,INR,167.94,6796.03,settled
TXN-0000338,ORD-000338,2026-07-30,31360.47,INR,734.01,30626.46,settled
TXN-0000542,ORD-GHOST-300954,2026-07-29,37384.95,INR,771.26,36613.69,settled
TXN-0001207,UNSPECIFIED,2026-06-17,6025.41,INR,116.69,5908.72,settled
TXN-0000379,ORD-000379,2026-06-30,36365.54,INR,662.41,35703.13,settled
TXN-0000976,ORD-000841,2026-06-19,9168.46,INR,171.24,8997.22,settled
TXN-0001080,UNSPECIFIED,2026-08-18,7504.39,INR,160.35,7344.04,settled
TXN-0000566,ORD-000546,2026-07-13,40245.21,INR,688.75,39556.46,settled
TXN-0000854,ORD-000780,2026-08-29,16962.53,INR,415.29,16547.24,settled
TXN-0000565,ORD-000545,2026-08-26,23337.33,INR,473.34,22863.99,settled
TXN-0001072,UNSPECIFIED,2026-07-17,4409.71,INR,100.34,4309.37,settled
TXN-0000395,ORD-000395,2026-06-13,42607.34,INR,783.48,41823.86,settled
TXN-0000311,ORD-000311,2026-06-27,32320.73,INR,740.97,31579.76,settled
TXN-0000130,ORD-000130,2026-08-22,39146.13,INR,949.99,38196.14,settled
TXN-0001035,UNSPECIFIED,2026-06-07,6250.87,INR,119.53,6131.34,settled
TXN-0000413,ORD-000413,2026-07-08,18792.85,INR,402.13,18390.72,settled
TXN-0000457,ORD-000458,2026-08-13,36263.95,INR,843.38,35420.57,settled
TXN-0000833,ORD-000769,2026-07-17,19136.28,INR,310.36,18825.92,settled
TXN-0001243,ORD-000946,2026-08-22,34170.07,INR,807.64,33362.43,settled
TXN-0001101,UNSPECIFIED,2026-08-01,6117.49,INR,107.37,6010.12,settled
TXN-0000180,ORD-000180,2026-08-16,3693.82,INR,61.32,3632.5,settled
TXN-0000327,ORD-000327,2026-07-12,35314.12,INR,651.6,34662.52,settled
TXN-0001165,UNSPECIFIED,2026-06-24,2240.63,INR,49.78,2190.85,settled
TXN-0000675,ORD-000700,2026-06-02,4893.1,INR,112.1,4781.0,settled
TXN-0000556,ORD-GHOST-709613,2026-07-16,8812.69,INR,170.96,8641.73,settled
TXN-0000998,UNSPECIFIED,2026-07-22,3893.14,INR,91.89,3801.25,settled
TXN-0000665,ORD-UNKNOWN-373972,2026-07-01,4366.49,INR,70.61,4295.88,settled
TXN-0001215,UNSPECIFIED,2026-07-12,792.59,INR,17.39,775.2,settled
TXN-0001258,ORD-000966,2026-08-01,-34497.49,INR,0.0,-34497.49,chargeback
TXN-0000703,ORD-000714,2026-07-15,26287.56,INR,590.3,25697.26,settled
TXN-0001201,ORD-000910,2026-08-21,1854.11,INR,35.0,1819.11,settled
TXN-0001170,UNSPECIFIED,2026-08-11,7232.63,INR,120.9,7111.73,settled
TXN-0001214,ORD-000914,2026-06-12,453.47,INR,7.53,445.94,settled
TXN-0001094,UNSPECIFIED,2026-06-12,4639.48,INR,113.34,4526.14,settled
TXN-0000312,ORD-000312,2026-07-19,23547.72,INR,460.81,23086.91,settled
TXN-0000952,ORD-000829,2026-06-17,16773.21,INR,274.81,16498.4,settled
TXN-0001236,ORD-000934,2026-08-13,18733.03,INR,390.87,18342.16,settled
TXN-0000062,ORD-000062,2026-06-16,17747.54,INR,308.92,17438.62,settled
TXN-0001222,ORD-000920,2026-08-20,400.15,USD,7.79,392.36,settled
TXN-0000027,ORD000027,2026-06-27,19912.12,INR,319.07,19593.05,settled
TXN-0000147,ORD-000147,2026-06-01,35236.09,INR,541.79,34694.3,settled
TXN-0000326,ORD-000326,2026-07-09,38471.88,INR,794.29,37677.59,settled
TXN-0001036,UNSPECIFIED,2026-06-07,6250.87,INR,110.79,6140.08,settled
TXN-0000019,ord-000019,2026-07-02,17995.71,INR,342.21,17653.5,settled
TXN-0000849,ORD-000777,2026-08-15,3112.09,INR,60.83,3051.26,settled
TXN-0001152,UNSPECIFIED,2026-06-22,4708.22,INR,71.45,4636.77,settled
TXN-0000043,ORD-000043,2026-08-21,15063.4,INR,286.41,14776.99,settled
TXN-0000990,UNSPECIFIED,2026-06-02,2288.25,INR,44.72,2243.53,settled
TXN-0000480,ORD-000480,2026-07-01,4290.43,INR,105.48,4184.95,settled
TXN-0000595,ORD-000575,2026-07-14,25451.65,INR,487.43,24964.22,settled
TXN-0001189,UNSPECIFIED,2026-08-27,6012.88,INR,127.87,5885.01,settled
TXN-0000745,ORD-000735,2026-06-14,44305.74,INR,892.26,43413.48,settled
TXN-0000824,ORD-000765,2026-08-26,17756.51,INR,385.59,17370.92,settled
TXN-0000140,ORD-000140,2026-06-17,30950.88,INR,731.33,30219.55,settled
TXN-0000488,ORD-000488,2026-08-21,50496.59,INR,1161.11,49335.48,settled
TXN-0000819,ORD-000763,2026-06-29,7671.0,INR,115.3,7555.7,settled
TXN-0000527,ORD-000524,2026-06-21,13574.14,INR,318.74,13255.4,settled
TXN-0000377,ORD-000377,2026-06-20,27111.01,INR,671.37,26439.64,settled
TXN-0000884,ORD-000795,2026-07-31,13165.03,INR,276.34,12888.69,settled
TXN-0001076,UNSPECIFIED,2026-08-25,2394.51,INR,58.38,2336.13,settled
TXN-0000179,ORD-000179,2026-06-21,27385.35,INR,536.97,26848.38,settled
TXN-0000865,ORD-000785,2026-06-11,24819.46,INR,583.25,24236.21,settled
TXN-0000114,ORD-000114,2026-08-12,9086.36,INR,137.89,8948.47,settled
TXN-0000592,ORD-000572,2026-07-27,27498.93,INR,428.28,27070.65,settled
TXN-0000184,ORD-000184,2026-07-28,7917.66,INR,167.88,7749.78,settled
TXN-0000303,ORD-000303,2026-08-29,26331.7,INR,563.9,25767.8,settled
TXN-0000523,ORD-000522,2026-06-24,43850.46,INR,1013.45,42837.01,settled
TXN-0000529,ORD-000525,2026-08-05,31157.46,INR,640.25,30517.21,settled
TXN-0001144,UNSPECIFIED,2026-07-25,5881.07,INR,94.19,5786.88,settled
TXN-0000889,ORD-000797,2026-08-22,968.03,INR,14.89,953.14,settled
TXN-0000896,ORD-000801,2026-07-19,12969.61,INR,198.4,12771.21,settled
TXN-0000641,ORD-UNKNOWN-675385,2026-06-20,37882.54,INR,926.44,36956.1,settled
TXN-0001140,UNSPECIFIED,2026-06-16,5440.94,INR,131.36,5309.58,settled
TXN-0000276,ORD-000276,2026-08-19,33592.62,INR,678.11,32914.51,settled
TXN-0000348,ORD-000348,2026-07-09,5871.55,INR,146.58,5724.97,settled
TXN-0000447,ORD-000447,2026-08-25,2937.48,INR,47.27,2890.21,settled
TXN-0000902,ORD-000804,2026-06-04,3954.36,INR,77.43,3876.93,settled
TXN-0000192,ORD-000192,2026-06-06,39478.17,INR,667.01,38811.16,settled
TXN-0000589,ORD-000569,2026-08-16,15451.04,INR,260.84,15190.2,settled
TXN-0001025,UNSPECIFIED,2026-06-18,767.53,INR,18.75,748.78,settled
TXN-0000392,ORD-000392,2026-06-14,16816.45,INR,257.35,16559.1,settled
TXN-0000628,ORD-000608,2026-06-15,43078.89,INR,647.29,42431.6,settled
TXN-0001124,UNSPECIFIED,2026-08-27,6928.82,INR,171.78,6757.04,settled
TXN-0000045,ORD-000045,2026-08-15,40732.62,INR,947.65,39784.97,settled
TXN-0000798,ORD-000756,2026-08-08,18261.24,INR,276.06,17985.18,settled
TXN-0001062,UNSPECIFIED,2026-06-24,1942.52,INR,31.69,1910.83,settled
TXN-0001229,ORD-000927,2026-07-17,18722.55,INR,316.23,18406.32,settled
TXN-0000625,ORD-000605,2026-06-29,35676.19,INR,548.65,35127.54,settled
TXN-0001213,UNSPECIFIED,2026-06-13,3393.19,INR,55.18,3338.01,settled
TXN-0000281,ORD-000281,2026-08-05,11836.79,INR,202.97,11633.82,settled
TXN-0000289,ORD-000289,2026-08-06,7116.4,INR,159.55,6956.85,settled
TXN-0000332,ORD-000332,2026-06-13,30130.34,INR,704.69,29425.65,settled
TXN-0000958,ORD-000832,2026-07-31,3721.89,INR,86.96,3634.93,settled
TXN-0000931,ORD-000818,2026-07-23,10076.47,INR,173.12,9903.35,settled
TXN-0000659,ORD-UNKNOWN-269209,2026-07-30,26862.47,INR,412.58,26449.89,settled
TXN-0000620,ORD-000600,2026-08-03,8326.03,INR,181.94,8144.09,settled
TXN-0000880,ORD-000793,2026-07-27,15265.18,INR,237.19,15027.99,settled
TXN-0000204,ORD-000204,2026-07-22,9284.47,INR,153.8,9130.67,settled
TXN-0000765,ORD-000745,2026-07-02,13209.03,INR,270.55,12938.48,settled
TXN-0000104,ORD-000104,2026-08-20,23985.26,INR,360.57,23624.69,settled
TXN-0000727,ORD-000726,2026-07-30,6690.49,INR,124.02,6566.47,settled
TXN-0001266,ORD-000974,2026-08-27,-29916.36,INR,0.0,-29916.36,chargeback
TXN-0000567,ORD-000547,2026-07-15,32766.97,INR,618.6,32148.37,settled
TXN-0001203,UNSPECIFIED,2026-08-20,3221.45,INR,74.78,3146.67,settled
TXN-0000365,ORD-000365,2026-07-31,947.3,INR,18.48,928.82,settled
TXN-0000799,ORD-000757,2026-08-08,18612.54,INR,336.07,18276.47,settled
TXN-0000669,ORD-000697,2026-06-21,25641.58,INR,478.7,25162.88,settled
TXN-0001248,ORD-000913,2026-08-04,1641.72,INR,26.05,1615.67,settled
TXN-0000121,ORD-000121,2026-07-11,5572.78,INR,125.43,5447.35,settled
TXN-0000786,ORD-000752,2026-06-15,15358.89,INR,378.38,14980.51,settled
TXN-0000876,ORD-000791,2026-06-27,230.5,INR,4.34,226.16,settled
TXN-0000263,ORD-000263,2026-08-08,21206.76,INR,499.95,20706.81,settled
TXN-0000977,ORD-000841,2026-06-21,4782.44,INR,80.43,4702.01,settled
TXN-0000869,ORD-000787,2026-06-26,19606.74,INR,325.66,19281.08,settled
TXN-0000048,ORD-000048,2026-06-19,19606.35,INR,335.47,19270.88,settled
TXN-0000466,ORD-000467,2026-06-13,35401.66,INR,731.76,34669.9,settled
TXN-0000350,ORD-000350,2026-07-09,5016.25,INR,121.47,4894.78,settled
TXN-0000826,ORD-000766,2026-08-04,2760.38,INR,61.92,2698.46,settled
TXN-0000772,ORD-000748,2026-06-07,17872.85,INR,427.83,17445.02,settled
TXN-0000558,ORD-GHOST-681169,2026-06-03,22038.94,INR,535.79,21503.15,settled
TXN-0000501,ORD-000501,2026-07-03,48924.06,INR,1045.27,47878.79,settled
TXN-0000248,ORD-000248,2026-07-15,26823.38,INR,653.73,26169.65,settled
TXN-0000198,ORD-000198,2026-08-19,14151.98,INR,282.42,13869.56,settled
TXN-0001148,UNSPECIFIED,2026-06-08,5028.38,INR,85.57,4942.81,settled
TXN-0000893,ORD-000799,2026-07-23,7242.76,INR,163.65,7079.11,settled
TXN-0001009,UNSPECIFIED,2026-08-15,3769.95,INR,78.05,3691.9,settled
TXN-0000645,ORD-UNKNOWN-256155,2026-07-26,32811.54,INR,601.5,32210.04,settled
TXN-0000842,ORD-000774,2026-08-04,3805.23,INR,81.05,3724.18,settled
TXN-0000081,ORD-000081,2026-06-25,12282.93,INR,188.78,12094.15,settled
TXN-0000541,ORD-000531,2026-08-03,37384.95,INR,922.65,36462.3,settled
TXN-0000887,ORD-000796,2026-07-02,200.55,INR,4.49,196.06,settled
TXN-0001105,UNSPECIFIED,2026-08-19,7821.74,INR,131.99,7689.75,settled
TXN-0001088,UNSPECIFIED,2026-07-22,1142.75,INR,18.68,1124.07,settled
TXN-0001209,UNSPECIFIED,2026-06-19,1303.33,INR,26.73,1276.6,settled
TXN-0000024,ORD-00024,2026-06-19,31118.64,INR,677.2,30441.44,settled
TXN-0000046,ORD-000046,2026-07-31,29628.48,INR,606.88,29021.6,settled
TXN-0000587,ORD-000567,2026-08-21,12826.2,INR,217.62,12608.58,settled
TXN-0001177,UNSPECIFIED,2026-06-24,4284.21,INR,84.82,4199.39,settled
TXN-0000674,ORD-000700,2026-06-02,4893.1,INR,97.29,4795.81,settled
TXN-0000670,ORD-000698,2026-06-26,12864.25,INR,219.14,12645.11,settled
TXN-0000580,ORD-000560,2026-07-13,41837.17,INR,687.73,41149.44,settled
TXN-0000763,ORD-000744,2026-07-22,7935.18,INR,141.32,7793.86,settled
TXN-0000715,ORD-000720,2026-08-11,10763.39,INR,261.9,10501.49,settled
TXN-0000056,ORD-000056,2026-06-14,39762.77,INR,706.55,39056.22,settled
TXN-0000808,ORD-000760,2026-08-28,2717.36,INR,51.48,2665.88,settled
TXN-0000714,ORD-000720,2026-08-11,10763.39,INR,223.34,10540.05,settled
TXN-0001084,UNSPECIFIED,2026-08-12,7575.55,INR,118.83,7456.72,settled
TXN-0000694,ORD-000710,2026-06-27,9039.3,INR,197.6,8841.7,settled
TXN-0000355,ORD-000355,2026-06-07,19057.48,INR,410.83,18646.65,settled
TXN-0000807,ORD-000759,2026-06-16,20931.03,INR,446.65,20484.38,settled
TXN-0000287,ORD-000287,2026-08-20,10625.86,INR,222.51,10403.35,settled
TXN-0000845,ORD-000775,2026-06-17,9212.7,INR,218.12,8994.58,settled
TXN-0000299,ORD-000299,2026-06-29,22596.82,INR,343.95,22252.87,settled
TXN-0000255,ORD-000255,2026-07-30,3759.46,INR,64.89,3694.57,settled
TXN-0000613,ORD-000593,2026-06-09,11915.09,INR,206.3,11708.79,settled
TXN-0000335,ORD-000335,2026-06-30,37243.37,INR,580.42,36662.95,settled
TXN-0001043,UNSPECIFIED,2026-08-01,3630.4,INR,66.55,3563.85,settled
TXN-0001200,UNSPECIFIED,2026-08-22,7470.41,INR,170.77,7299.64,settled
TXN-0001112,UNSPECIFIED,2026-08-18,2761.76,INR,67.46,2694.3,settled
TXN-0000843,ORD-000774,2026-08-06,8367.17,INR,133.0,8234.17,settled
TXN-0000112,ORD-000112,2026-08-26,4613.43,INR,82.62,4530.81,settled
TXN-0000217,ORD-000217,2026-06-16,17634.17,INR,375.09,17259.08,settled
TXN-0000094,ORD-000094,2026-07-04,36794.44,INR,567.25,36227.19,settled
TXN-0001153,UNSPECIFIED,2026-06-23,4708.22,INR,112.01,4596.21,settled
TXN-0001136,UNSPECIFIED,2026-08-15,1294.13,INR,20.3,1273.83,settled
TXN-0000191,ORD-000191,2026-06-15,351.47,INR,8.49,342.98,settled
TXN-0000444,ORD-000444,2026-08-10,17327.82,INR,288.04,17039.78,settled
TXN-0000766,ORD-000746,2026-07-23,14624.32,INR,312.88,14311.44,settled
TXN-0000728,ORD-000727,2026-07-30,27924.54,INR,512.65,27411.89,settled
TXN-0000690,ORD-000708,2026-07-23,35429.13,INR,562.63,34866.5,settled
TXN-0000003,ord-000003,2026-07-26,18905.02,INR,294.75,18610.27,settled
TXN-0000272,ORD-000272,2026-08-21,4073.02,INR,80.53,3992.49,settled
TXN-0000557,ORD-000539,2026-06-10,22038.94,INR,371.42,21667.52,settled
TXN-0000789,ORD-000753,2026-07-06,2597.11,INR,55.5,2541.61,settled
TXN-0000698,ORD-000712,2026-07-13,40878.12,INR,873.32,40004.8,settled
TXN-0000345,ORD-000345,2026-07-03,24998.14,INR,581.89,24416.25,settled
TXN-0000660,ORD-UNKNOWN-141535,2026-06-13,23174.41,INR,443.33,22731.08,settled
TXN-0000182,ORD-000182,2026-06-23,44114.47,INR,778.57,43335.9,settled
TXN-0001051,UNSPECIFIED,2026-08-15,1206.57,INR,20.41,1186.16,settled
TXN-0000957,ORD-000831,2026-06-04,3234.55,INR,69.27,3165.28,settled
TXN-0000612,ORD-000592,2026-08-18,17013.24,INR,260.42,16752.82,settled
TXN-0000540,ORD-GHOST-856651,2026-07-27,6172.68,INR,124.39,6048.29,settled
TXN-0000526,ORD-GHOST-604084,2026-07-13,27470.32,INR,592.4,26877.92,settled
TXN-0000472,ORD-000473,2026-06-06,21911.69,INR,515.96,21395.73,settled
TXN-0001134,UNSPECIFIED,2026-08-14,5289.74,INR,123.72,5166.02,settled
TXN-0001113,UNSPECIFIED,2026-08-18,2761.76,INR,66.55,2695.21,settled
TXN-0000369,ORD-000369,2026-06-06,661.33,INR,14.46,646.87,settled
TXN-0000936,ORD-000821,2026-06-27,15181.62,INR,317.47,14864.15,settled
TXN-0000907,ORD-000806,2026-06-13,2167.76,INR,34.46,2133.3,settled
TXN-0000132,ORD-000132,2026-08-23,11818.58,INR,234.38,11584.2,settled
TXN-0000139,ORD-000139,2026-07-14,33882.18,INR,836.11,33046.07,settled
TXN-0000846,ORD-000776,2026-06-08,13251.27,INR,329.46,12921.81,settled
TXN-0001171,UNSPECIFIED,2026-08-10,7232.63,INR,180.64,7051.99,settled
TXN-0001237,ORD-000935,2026-06-01,4063.89,INR,65.14,3998.75,settled
TXN-0000212,ORD-000212,2026-08-19,31016.51,INR,730.93,30285.58,settled
TXN-0000699,ORD-000712,2026-07-13,40878.12,INR,694.54,40183.58,settled
TXN-0000342,ORD-000342,2026-06-19,1670.28,INR,27.17,1643.11,settled
TXN-0000538,ORD-GHOST-812500,2026-08-13,31398.07,INR,494.04,30904.03,settled
TXN-0000939,ORD-000822,2026-06-09,6339.89,INR,118.02,6221.87,settled
TXN-0000181,ORD-000181,2026-07-23,3053.28,INR,62.43,2990.85,settled
TXN-0000257,ORD-000257,2026-08-29,42436.85,INR,749.43,41687.42,settled
TXN-0000661,ORD-UNKNOWN-830339,2026-08-13,6068.83,INR,141.84,5926.99,settled
TXN-0000944,ORD-000825,2026-06-13,16047.4,INR,245.64,15801.76,settled
TXN-0001182,UNSPECIFIED,2026-06-10,1768.93,INR,28.31,1740.62,settled
TXN-0000436,ORD-000436,2026-07-29,28556.92,INR,606.4,27950.52,settled
TXN-0000050,ORD-000050,2026-07-04,24564.22,INR,550.22,24014.0,settled
TXN-0000925,ORD-000815,2026-07-16,29002.41,INR,693.1,28309.31,settled
TXN-0000374,ORD-000374,2026-07-22,35047.49,INR,800.7,34246.79,settled
TXN-0000793,ORD-000755,2026-08-25,9307.9,INR,165.25,9142.65,settled
TXN-0000159,ORD-000159,2026-06-14,42843.92,INR,1026.74,41817.18,settled
TXN-0000406,ORD-000406,2026-07-20,37932.67,INR,691.35,37241.32,settled
TXN-0000487,ORD-000487,2026-06-18,55878.74,INR,1097.72,54781.02,settled
TXN-0000874,ORD-000790,2026-06-10,16424.93,INR,391.79,16033.14,settled
TXN-0000414,ORD-000414,2026-07-27,36345.49,INR,847.67,35497.82,settled
TXN-0000313,ORD-000313,2026-08-28,8393.55,INR,136.18,8257.37,settled
TXN-0000778,ORD-000750,2026-08-15,6749.4,INR,153.69,6595.71,settled
TXN-0000839,ORD-000772,2026-06-29,6765.45,INR,116.22,6649.23,settled
